trial_overall,A_value_Hz,block,presented_pn_ratio,qp_update_intensity,presented_tone_power,correct_interval,response_interval,response_key,is_correct,rt,timestamp
1,300,practice,1.2,1.1999165971643035,1.2,1,1,1,True,0.7692409579758532,1743656567.1808698
2,100,practice,1.2,1.1999165971643035,1.2,2,2,2,True,1.09779220900964,1743656572.304982
3,300,practice,0.6944778982485406,0.6944778982485406,0.6944778982485406,2,1,1,False,0.6841337090008892,1743656587.819642
4,900,practice,1.2,1.1999165971643035,1.2,2,2,2,True,0.6253342910204083,1743656592.5247428
5,900,practice,0.6944778982485406,0.6944778982485406,0.6944778982485406,1,1,1,True,0.201689624984283,1743656606.617121
6,300,practice,1.0758907422852377,1.0758907422852377,1.0758907422852377,1,1,1,True,0.5364253330044448,1743656620.3102279
7,100,practice,0.6944778982485406,0.6944778982485406,0.6944778982485406,1,1,1,True,0.23765266698319465,1743656633.182493
8,900,practice,0.5744528773978316,0.5744528773978316,0.5744528773978316,1,1,1,True,0.6060346249723807,1743656645.990321
9,100,practice,0.5744528773978316,0.5744528773978316,0.5744528773978316,2,2,2,True,0.4284043340012431,1743656658.5804749
10,300,main,1.031881567973311,1.031881567973311,1.031881567973311,1,1,1,True,0.20974316698266193,1743656671.971581
11,900,main,0.453094245204337,0.453094245204337,0.453094245204337,2,2,2,True,0.4242386250407435,1743656683.2772071
12,900,main,0.3584078398665555,0.3584078398665555,0.3584078398665555,1,1,1,True,0.690100958046969,1743656694.7611241
13,100,main,0.453094245204337,0.453094245204337,0.453094245204337,1,2,2,False,0.4152324580354616,1743656706.87692
14,300,main,0.9852051709758133,0.9852051709758133,0.9852051709758133,1,1,1,True,0.5109373749583028,1743656719.236371
15,100,main,0.7984995829858216,0.7984995829858216,0.7984995829858216,2,2,2,True,0.23898791597457603,1743656730.3281941
16,900,main,0.28372560467055885,0.28372560467055885,0.28372560467055885,1,1,1,True,0.4757138340501115,1743656742.405868
17,300,main,0.939862385321101,0.939862385321101,0.939862385321101,1,1,1,True,0.22951062495121732,1743656753.661955
18,900,main,0.22504670558799,0.22504670558799,0.22504670558799,1,1,1,True,0.24905433400999755,1743656764.8143191
19,300,main,0.89718682235196,0.89718682235196,0.89718682235196,1,1,1,True,0.14284762495663017,1743656775.575705
20,100,main,0.7478223519599667,0.7478223519599667,0.7478223519599667,1,1,1,True,0.18958845804445446,1743656787.321963
21,100,main,0.6918106755629693,0.6918106755629693,0.6918106755629693,2,2,2,True,0.5665551670244895,1743656798.424564
22,900,main,0.17703669724770643,0.17703669724770643,0.17703669724770643,1,1,1,True,0.38026691594859585,1743656810.621223
23,900,main,0.14102919099249375,0.14102919099249375,0.14102919099249375,2,2,2,True,0.30527991702547297,1743656821.841574
24,100,main,0.6397998331943286,0.6397998331943286,0.6397998331943286,2,1,1,False,0.6030580830411054,1743656834.0437481
25,300,main,0.8585120934111761,0.8585120934111761,0.8585120934111761,1,2,2,False,1.009454042010475,1743656847.11069
26,900,main,0.11168974145120936,0.11168974145120936,0.11168974145120936,2,1,1,False,0.19565816695103422,1743656858.675704
27,100,main,0.8545112593828191,0.8545112593828191,0.8545112593828191,1,1,1,True,0.6198005410260521,1743656870.85474
28,900,main,0.21171059216013347,0.21171059216013347,0.21171059216013347,2,2,2,True,1.735509958001785,1743656883.431863
29,300,main,1.0452176814011676,1.0452176814011676,1.0452176814011676,2,2,2,True,0.18167324998648837,1743656895.281892
30,100,main,0.8251718098415347,0.8251718098415347,0.8251718098415347,2,2,2,True,0.5469300840049982,1743656906.544416
31,300,main,1.0225462885738115,1.0225462885738115,1.0225462885738115,1,1,1,True,0.9018690419616178,1743656918.8397691
32,100,main,0.7958323603002503,0.7958323603002503,0.7958323603002503,2,1,1,False,0.3852879590122029,1743656930.444418
33,900,main,0.18770558798999168,0.18770558798999168,0.18770558798999168,2,2,2,True,0.4439914579852484,1743656942.51911
34,100,main,0.9758698915763137,0.9758698915763137,0.9758698915763137,1,1,1,True,0.20410908298799768,1743656954.568827
