trial_overall,A_value_Hz,block,presented_pn_ratio,qp_update_intensity,presented_tone_power,correct_interval,response_interval,response_key,is_correct,rt,timestamp
1,100,practice,1.2,1.1999165971643035,1.2,1,1,1,True,0.4108252080040984,1743687293.650479
2,100,practice,0.6944778982485406,0.6944778982485406,0.6944778982485406,1,1,1,True,0.6251600419636816,1743687307.130303
3,900,practice,1.2,1.1999165971643035,1.2,1,1,1,True,0.3626464999979362,1743687311.477691
4,300,practice,1.2,1.1999165971643035,1.2,2,2,2,True,0.2584392499993555,1743687315.808278
5,900,practice,0.6944778982485406,0.6944778982485406,0.6944778982485406,1,1,1,True,0.19938383297994733,1743687327.557427
6,300,practice,0.6944778982485406,0.6944778982485406,0.6944778982485406,2,2,2,True,0.4154103749897331,1743687339.955116
7,100,practice,0.5744528773978316,0.5744528773978316,0.5744528773978316,1,1,1,True,0.3580630419892259,1743687351.2020721
8,300,practice,0.5744528773978316,0.5744528773978316,0.5744528773978316,1,1,1,True,0.31362275005085394,1743687361.9183848
9,900,practice,0.5744528773978316,0.5744528773978316,0.5744528773978316,1,1,1,True,0.32221637497423217,1743687372.6336
10,900,main,0.453094245204337,0.453094245204337,0.453094245204337,2,2,2,True,0.2718399590230547,1743687406.090573
11,100,main,0.453094245204337,0.453094245204337,0.453094245204337,1,1,1,True,0.2807192910113372,1743687416.599709
12,900,main,0.3584078398665555,0.3584078398665555,0.3584078398665555,1,1,1,True,0.28516737499739975,1743687426.732772
13,300,main,0.453094245204337,0.453094245204337,0.453094245204337,2,2,2,True,0.3364730410394259,1743687436.675979
14,900,main,0.28372560467055885,0.28372560467055885,0.28372560467055885,1,1,1,True,0.24213366699405015,1743687447.212217
15,300,main,0.3584078398665555,0.3584078398665555,0.3584078398665555,1,1,1,True,0.23057899996638298,1743687457.348118
16,100,main,0.3584078398665555,0.3584078398665555,0.3584078398665555,2,1,1,False,0.3331312500522472,1743687467.2655602
17,900,main,0.22504670558799,0.22504670558799,0.22504670558799,2,2,2,True,0.31467849999899045,1743687477.056312
18,900,main,0.17703669724770643,0.17703669724770643,0.17703669724770643,2,2,2,True,0.40061708400025964,1743687487.107507
19,300,main,0.28372560467055885,0.28372560467055885,0.28372560467055885,1,1,1,True,0.2319588329992257,1743687497.043956
20,300,main,0.22504670558799,0.22504670558799,0.22504670558799,1,1,1,True,0.3066583749605343,1743687507.259091
21,900,main,0.14102919099249375,0.14102919099249375,0.14102919099249375,1,1,1,True,0.2965561660239473,1743687517.341933
22,100,main,0.67314011676397,0.67314011676397,0.67314011676397,1,1,1,True,0.15748945798259228,1743687527.480711
23,900,main,0.11168974145120936,0.11168974145120936,0.11168974145120936,1,1,1,True,0.2569027079734951,1743687537.366297
24,300,main,0.17703669724770643,0.17703669724770643,0.17703669724770643,1,1,1,True,0.38879270799225196,1743687547.5688498
25,900,main,0.08768473728106757,0.08768473728106757,0.08768473728106757,2,2,2,True,0.3674127080012113,1743687557.3762
26,900,main,0.0690141784820684,0.0690141784820684,0.0690141784820684,2,1,1,False,0.5275347079732455,1743687567.586175
27,900,main,0.13169391159299418,0.13169391159299418,0.13169391159299418,1,1,1,True,0.42682316596619785,1743687577.635239
28,300,main,0.14102919099249375,0.14102919099249375,0.14102919099249375,1,1,1,True,0.2323039589682594,1743687587.484373
29,100,main,0.6077931609674729,0.6077931609674729,0.6077931609674729,1,1,1,True,0.21818066702689976,1743687597.516075
30,900,main,0.11702418682235197,0.11702418682235197,0.11702418682235197,2,2,2,True,0.17236166598740965,1743687607.29398
31,100,main,0.5464470391993328,0.5464470391993328,0.5464470391993328,1,1,1,True,0.36407274997327477,1743687617.041397
32,900,main,0.10502168473728107,0.10502168473728107,0.10502168473728107,2,2,2,True,0.1201598749612458,1743687626.601412
33,300,main,0.11168974145120936,0.11168974145120936,0.11168974145120936,2,1,1,False,0.1714744589990005,1743687636.335059
34,100,main,0.5064386989157632,0.5064386989157632,0.5064386989157632,1,1,1,True,0.15437166596530005,1743687646.214256
35,900,main,0.0983536280233528,0.0983536280233528,0.0983536280233528,2,2,2,True,0.2911853750119917,1743687656.199512
36,900,main,0.09301918265221018,0.09301918265221018,0.09301918265221018,2,1,1,False,0.5661910829949193,1743687666.359465
37,100,main,0.47843286071726443,0.47843286071726443,0.47843286071726443,1,2,2,False,0.792554791958537,1743687676.602813
38,300,main,0.21171059216013347,0.21171059216013347,0.21171059216013347,1,2,2,False,0.14710037497570738,1743687686.372074
39,300,main,0.3730775646371977,0.3730775646371977,0.3730775646371977,2,2,2,True,0.28228037495864555,1743687696.136381
40,900,main,0.1250258548790659,0.1250258548790659,0.1250258548790659,2,1,1,False,0.3785547079751268,1743687706.1086788
41,100,main,0.6424670558798999,0.6424670558798999,0.6424670558798999,1,1,1,True,0.20406575000379235,1743687715.84142
42,900,main,0.18770558798999168,0.18770558798999168,0.18770558798999168,1,1,1,True,0.18825329199898988,1743687727.959291
43,300,main,0.3317356130108424,0.3317356130108424,0.3317356130108424,1,1,1,True,0.29152525000972673,1743687737.771668
44,300,main,0.302396163469558,0.302396163469558,0.302396163469558,1,1,1,True,0.1825997499981895,1743687747.654716
45,300,main,0.2810583819849875,0.2810583819849875,0.2810583819849875,2,1,1,False,0.4714328749687411,1743687757.774709
46,900,main,0.17170225187656382,0.17170225187656382,0.17170225187656382,2,1,1,False,0.3378697499865666,1743687767.55073
47,900,main,0.26905587989991664,0.26905587989991664,0.26905587989991664,1,1,1,True,0.19967916602035984,1743687777.279265
48,300,main,0.39574895746455385,0.39574895746455385,0.39574895746455385,2,2,2,True,0.21177783299935982,1743687787.21057
49,300,main,0.3730775646371977,0.3730775646371977,0.3730775646371977,1,1,1,True,0.26875404198653996,1743687797.1319392
50,900,main,0.24505087572977483,0.24505087572977483,0.24505087572977483,2,2,2,True,0.2043308750144206,1743687806.747013
51,300,main,0.3517397831526272,0.3517397831526272,0.3517397831526272,1,1,1,True,0.4164756669779308,1743687816.805494
52,300,main,0.33306922435362807,0.33306922435362807,0.33306922435362807,1,1,1,True,0.34945304197026417,1743687826.988658
53,300,main,0.3197331109257715,0.3197331109257715,0.3197331109257715,2,1,1,False,0.12737412500428036,1743687836.677094
54,100,main,0.6091267723102586,0.6091267723102586,0.6091267723102586,1,1,1,True,0.1499747500056401,1743687846.544008
55,100,main,0.5784537114261885,0.5784537114261885,0.5784537114261885,2,2,2,True,0.2188086659880355,1743687856.353199
56,100,main,0.5557823185988324,0.5557823185988324,0.5557823185988324,2,1,1,False,0.3879797499976121,1743687866.268447
57,900,main,0.22638031693077568,0.22638031693077568,0.22638031693077568,1,1,1,True,0.19530854100594297,1743687876.1064708
58,300,main,0.39841618015012514,0.39841618015012514,0.39841618015012514,2,2,2,True,0.20379591698292643,1743687886.0790741
59,100,main,0.6891434528773979,0.6891434528773979,0.6891434528773979,1,1,1,True,0.26231224997900426,1743687895.884296
